x,y,z,rx,ry,rz
0,0,0,88.43,50.34,0.0
0,0,10,88.43,46.33,10.0
0,0,20,88.43,41.65,20.0
0,0,30,88.43,36.48,30.0
0,0,40,88.43,30.91,40.0
0,0,50,88.43,25.04,50.0
0,0,60,88.43,18.96,60.0
0,0,70,88.43,12.72,70.0
0,0,80,88.43,6.39,80.0
0,0,90,88.43,0.0,
0,0,100,88.43,-0.0,80.0
0,0,110,88.43,0.0,70.0
0,0,120,88.43,0.0,60.0
0,0,130,88.43,-0.0,50.0
0,0,140,88.43,0.0,40.0
0,0,150,88.43,-0.0,30.0
0,0,160,88.43,0.0,20.0
0,0,170,88.43,0.0,10.0
0,0,180,88.43,0.0,0.0
0,10,0,88.43,60.34,0.0
0,10,10,88.43,56.33,10.0
0,10,20,88.43,51.65,20.0
0,10,30,88.43,46.48,30.0
0,10,40,88.43,40.91,40.0
0,10,50,88.43,35.04,50.0
0,10,60,88.43,28.96,60.0
0,10,70,88.43,22.72,70.0
0,10,80,88.43,16.39,80.0
0,10,90,88.43,10.0,90.0
0,10,100,88.43,10.0,80.0
0,10,110,88.43,10.0,70.0
0,10,120,88.43,10.0,60.0
0,10,130,88.43,10.0,50.0
0,10,140,88.43,10.0,40.0
0,10,150,88.43,10.0,30.0
0,10,160,88.43,10.0,20.0
0,10,170,88.43,10.0,10.0
0,10,180,88.43,10.0,0.0
0,20,0,88.43,70.34,0.0
0,20,10,88.43,66.33,10.0
0,20,20,88.43,61.65,20.0
0,20,30,88.43,56.48,30.0
0,20,40,88.43,50.91,40.0
0,20,50,88.43,45.04,50.0
0,20,60,88.43,38.96,60.0
0,20,70,88.43,32.72,70.0
0,20,80,88.43,26.39,80.0
0,20,90,88.43,20.0,
0,20,100,88.43,20.0,80.0
0,20,110,88.43,20.0,70.0
0,20,120,88.43,20.0,60.0
0,20,130,88.43,20.0,50.0
0,20,140,88.43,20.0,40.0
0,20,150,88.43,20.0,30.0
0,20,160,88.43,20.0,20.0
0,20,170,88.43,20.0,10.0
0,20,180,88.43,20.0,0.0
0,30,0,88.43,80.34,-0.0
0,30,10,88.43,76.33,10.0
0,30,20,88.43,71.65,20.0
0,30,30,88.43,66.48,30.0
0,30,40,88.43,60.91,40.0
0,30,50,88.43,55.04,50.0
0,30,60,88.43,48.96,60.0
0,30,70,88.43,42.72,70.0
0,30,80,88.43,36.39,80.0
0,30,90,88.43,30.0,90.0
0,30,100,88.43,30.0,80.0
0,30,110,88.43,30.0,70.0
0,30,120,88.43,30.0,60.0
0,30,130,88.43,30.0,50.0
0,30,140,88.43,30.0,40.0
0,30,150,88.43,30.0,30.0
0,30,160,88.43,30.0,20.0
0,30,170,88.43,30.0,10.0
0,30,180,88.43,30.0,0.0
0,40,0,88.43,90.34,-0.0
0,40,10,88.43,86.33,10.0
0,40,20,88.43,81.65,20.0
0,40,30,88.43,76.48,30.0
0,40,40,88.43,70.91,40.0
0,40,50,88.43,65.04,50.0
0,40,60,88.43,58.96,60.0
0,40,70,88.43,52.72,70.0
0,40,80,88.43,46.39,80.0
0,40,90,88.43,40.0,90.0
0,40,100,88.43,40.0,80.0
0,40,110,88.43,40.0,70.0
0,40,120,88.43,40.0,60.0
0,40,130,88.43,40.0,50.0
0,40,140,88.43,40.0,40.0
0,40,150,88.43,40.0,30.0
0,40,160,88.43,40.0,20.0
0,40,170,88.43,40.0,10.0
0,40,180,88.43,40.0,0.0
0,50,0,88.43,100.34,0.0
0,50,10,88.43,96.33,10.0
0,50,20,88.43,91.65,20.0
0,50,30,88.43,86.48,30.0
0,50,40,88.43,80.91,40.0
0,50,50,88.43,75.04,50.0
0,50,60,88.43,68.96,60.0
0,50,70,88.43,62.72,70.0
0,50,80,88.43,56.39,80.0
0,50,90,88.43,50.0,
0,50,100,88.43,50.0,80.0
0,50,110,88.43,50.0,70.0
0,50,120,88.43,50.0,60.0
0,50,130,88.43,50.0,50.0
0,50,140,88.43,50.0,40.0
0,50,150,88.43,50.0,30.0
0,50,160,88.43,50.0,20.0
0,50,170,88.43,50.0,10.0
0,50,180,88.43,50.0,0.0
0,60,0,88.43,110.34,0.0
0,60,10,88.43,106.33,10.0
0,60,20,88.43,101.65,20.0
0,60,30,88.43,96.48,30.0
0,60,40,88.43,90.91,40.0
0,60,50,88.43,85.04,50.0
0,60,60,88.43,78.96,60.0
0,60,70,88.43,72.72,70.0
0,60,80,88.43,66.39,80.0
0,60,90,88.43,60.0,90.0
0,60,100,88.43,60.0,80.0
0,60,110,88.43,60.0,70.0
0,60,120,88.43,60.0,60.0
0,60,130,88.43,60.0,50.0
0,60,140,88.43,60.0,40.0
0,60,150,88.43,60.0,30.0
0,60,160,88.43,60.0,20.0
0,60,170,88.43,60.0,10.0
0,60,180,88.43,60.0,0.0
0,70,0,91.57,110.0,-0.0
0,70,10,91.57,110.0,10.0
0,70,20,91.57,110.0,20.0
0,70,30,88.43,106.48,30.0
0,70,40,88.43,100.91,40.0
0,70,50,88.43,95.04,50.0
0,70,60,88.43,88.96,60.0
0,70,70,88.43,82.72,70.0
0,70,80,88.43,76.39,80.0
0,70,90,88.43,70.0,90.0
0,70,100,88.43,70.0,80.0
0,70,110,88.43,70.0,70.0
0,70,120,88.43,70.0,60.0
0,70,130,88.43,70.0,50.0
0,70,140,88.43,70.0,40.0
0,70,150,88.43,70.0,30.0
0,70,160,88.43,70.0,20.0
0,70,170,88.43,70.0,10.0
0,70,180,88.43,70.0,-0.0
0,80,0,91.57,100.0,0.0
0,80,10,91.57,100.0,10.0
0,80,20,91.57,100.0,20.0
0,80,30,91.57,100.0,30.0
0,80,40,91.57,100.0,40.0
0,80,50,91.57,100.0,50.0
0,80,60,88.43,98.96,60.0
0,80,70,88.43,92.72,70.0
0,80,80,88.43,86.39,80.0
0,80,90,88.43,80.0,90.0
0,80,100,88.43,80.0,80.0
0,80,110,88.43,80.0,70.0
0,80,120,88.43,80.0,60.0
0,80,130,88.43,80.0,50.0
0,80,140,88.43,80.0,40.0
0,80,150,88.43,80.0,30.0
0,80,160,88.43,80.0,20.0
0,80,170,88.43,80.0,10.0
0,80,180,88.43,80.0,0.0
0,90,0,91.57,90.0,0.0
0,90,10,91.57,90.0,10.0
0,90,20,91.57,90.0,20.0
0,90,30,91.57,90.0,30.0
0,90,40,91.57,90.0,40.0
0,90,50,91.57,90.0,50.0
0,90,60,91.57,90.0,60.0
0,90,70,91.57,90.0,70.0
0,90,80,91.57,90.0,80.0
0,90,90,88.43,90.0,90.0
0,90,100,88.43,90.0,80.0
0,90,110,88.43,90.0,70.0
0,90,120,88.43,90.0,60.0
0,90,130,88.43,90.0,50.0
0,90,140,88.43,90.0,40.0
0,90,150,88.43,90.0,30.0
0,90,160,88.43,90.0,20.0
0,90,170,88.43,90.0,10.0
0,90,180,88.43,90.0,0.0
0,100,0,91.57,80.0,0.0
0,100,10,91.57,80.0,10.0
0,100,20,91.57,80.0,20.0
0,100,30,91.57,80.0,30.0
0,100,40,91.57,80.0,40.0
0,100,50,91.57,80.0,50.0
0,100,60,91.57,80.0,60.0
0,100,70,91.57,80.0,70.0
0,100,80,91.57,80.0,80.0
0,100,90,91.57,80.0,90.0
0,100,100,91.57,86.39,80.0
0,100,110,91.57,92.72,70.0
0,100,120,91.57,98.96,60.0
0,100,130,88.43,100.0,50.0
0,100,140,88.43,100.0,40.0
0,100,150,88.43,100.0,30.0
0,100,160,88.43,100.0,20.0
0,100,170,88.43,100.0,10.0
0,100,180,88.43,100.0,0.0
0,110,0,91.57,70.0,0.0
0,110,10,91.57,70.0,10.0
0,110,20,91.57,70.0,20.0
0,110,30,91.57,70.0,30.0
0,110,40,91.57,70.0,40.0
0,110,50,91.57,70.0,50.0
0,110,60,91.57,70.0,60.0
0,110,70,91.57,70.0,70.0
0,110,80,91.57,70.0,80.0
0,110,90,91.57,70.0,90.0
0,110,100,91.57,76.39,80.0
0,110,110,91.57,82.72,70.0
0,110,120,91.57,88.96,60.0
0,110,130,91.57,95.04,50.0
0,110,140,91.57,100.91,40.0
0,110,150,91.57,106.48,30.0
0,110,160,88.43,110.0,20.0
0,110,170,88.43,110.0,10.0
0,110,180,88.43,110.0,-0.0
0,120,0,91.57,60.0,0.0
0,120,10,91.57,60.0,10.0
0,120,20,91.57,60.0,20.0
0,120,30,91.57,60.0,30.0
0,120,40,91.57,60.0,40.0
0,120,50,91.57,60.0,50.0
0,120,60,91.57,60.0,60.0
0,120,70,91.57,60.0,70.0
0,120,80,91.57,60.0,80.0
0,120,90,91.57,60.0,90.0
0,120,100,91.57,66.39,80.0
0,120,110,91.57,72.72,70.0
0,120,120,91.57,78.96,60.0
0,120,130,91.57,85.04,50.0
0,120,140,91.57,90.91,40.0
0,120,150,91.57,96.48,30.0
0,120,160,91.57,101.65,20.0
0,120,170,91.57,106.33,10.0
0,120,180,91.57,110.34,-0.0
0,130,0,91.57,50.0,0.0
0,130,10,91.57,50.0,10.0
0,130,20,91.57,50.0,20.0
0,130,30,91.57,50.0,30.0
0,130,40,91.57,50.0,40.0
0,130,50,91.57,50.0,50.0
0,130,60,91.57,50.0,60.0
0,130,70,91.57,50.0,70.0
0,130,80,91.57,50.0,80.0
0,130,90,91.57,50.0,
0,130,100,91.57,56.39,80.0
0,130,110,91.57,62.72,70.0
0,130,120,91.57,68.96,60.0
0,130,130,91.57,75.04,50.0
0,130,140,91.57,80.91,40.0
0,130,150,91.57,86.48,30.0
0,130,160,91.57,91.65,20.0
0,130,170,91.57,96.33,10.0
0,130,180,91.57,100.34,0.0
0,140,0,91.57,40.0,0.0
0,140,10,91.57,40.0,10.0
0,140,20,91.57,40.0,20.0
0,140,30,91.57,40.0,30.0
0,140,40,91.57,40.0,40.0
0,140,50,91.57,40.0,50.0
0,140,60,91.57,40.0,60.0
0,140,70,91.57,40.0,70.0
0,140,80,91.57,40.0,80.0
0,140,90,91.57,40.0,90.0
0,140,100,91.57,46.39,80.0
0,140,110,91.57,52.72,70.0
0,140,120,91.57,58.96,60.0
0,140,130,91.57,65.04,50.0
0,140,140,91.57,70.91,40.0
0,140,150,91.57,76.48,30.0
0,140,160,91.57,81.65,20.0
0,140,170,91.57,86.33,10.0
0,140,180,91.57,90.34,-0.0
0,150,0,91.57,30.0,-0.0
0,150,10,91.57,30.0,10.0
0,150,20,91.57,30.0,20.0
0,150,30,91.57,30.0,30.0
0,150,40,91.57,30.0,40.0
0,150,50,91.57,30.0,50.0
0,150,60,91.57,30.0,60.0
0,150,70,91.57,30.0,70.0
0,150,80,91.57,30.0,80.0
0,150,90,91.57,30.0,90.0
0,150,100,91.57,36.39,80.0
0,150,110,91.57,42.72,70.0
0,150,120,91.57,48.96,60.0
0,150,130,91.57,55.04,50.0
0,150,140,91.57,60.91,40.0
0,150,150,91.57,66.48,30.0
0,150,160,91.57,71.65,20.0
0,150,170,91.57,76.33,10.0
0,150,180,91.57,80.34,-0.0
0,160,0,91.57,20.0,-0.0
0,160,10,91.57,20.0,10.0
0,160,20,91.57,20.0,20.0
0,160,30,91.57,20.0,30.0
0,160,40,91.57,20.0,40.0
0,160,50,91.57,20.0,50.0
0,160,60,91.57,20.0,60.0
0,160,70,91.57,20.0,70.0
0,160,80,91.57,20.0,80.0
0,160,90,91.57,20.0,90.0
0,160,100,91.57,26.39,80.0
0,160,110,91.57,32.72,70.0
0,160,120,91.57,38.96,60.0
0,160,130,91.57,45.04,50.0
0,160,140,91.57,50.91,40.0
0,160,150,91.57,56.48,30.0
0,160,160,91.57,61.65,20.0
0,160,170,91.57,66.33,10.0
0,160,180,91.57,70.34,0.0
0,170,0,91.57,10.0,0.0
0,170,10,91.57,10.0,10.0
0,170,20,91.57,10.0,20.0
0,170,30,91.57,10.0,30.0
0,170,40,91.57,10.0,40.0
0,170,50,91.57,10.0,50.0
0,170,60,91.57,10.0,60.0
0,170,70,91.57,10.0,70.0
0,170,80,91.57,10.0,80.0
0,170,90,91.57,10.0,90.0
0,170,100,91.57,16.39,80.0
0,170,110,91.57,22.72,70.0
0,170,120,91.57,28.96,60.0
0,170,130,91.57,35.04,50.0
0,170,140,91.57,40.91,40.0
0,170,150,91.57,46.48,30.0
0,170,160,91.57,51.65,20.0
0,170,170,91.57,56.33,10.0
0,170,180,91.57,60.34,0.0
0,180,0,91.57,0.0,0.0
0,180,10,91.57,0.0,10.0
0,180,20,91.57,0.0,20.0
0,180,30,91.57,0.0,30.0
0,180,40,91.57,0.0,40.0
0,180,50,91.57,0.0,50.0
0,180,60,91.57,-0.0,60.0
0,180,70,91.57,0.0,70.0
0,180,80,91.57,0.0,80.0
0,180,90,91.57,0.0,
0,180,100,91.57,6.39,80.0
0,180,110,91.57,12.72,70.0
0,180,120,91.57,18.96,60.0
0,180,130,91.57,25.04,50.0
0,180,140,91.57,30.91,40.0
0,180,150,91.57,36.48,30.0
0,180,160,91.57,41.65,20.0
0,180,170,91.57,46.33,10.0
0,180,180,91.57,50.34,0.0
10,0,0,88.6,50.34,0.0
10,0,10,88.6,46.33,10.0
10,0,20,88.6,41.65,20.0
10,0,30,88.6,36.48,30.0
10,0,40,88.6,30.91,40.0
10,0,50,88.6,25.04,50.0
10,0,60,88.6,18.96,60.0
10,0,70,88.6,12.72,70.0
10,0,80,88.6,6.39,80.0
10,0,90,88.6,0.0,
10,0,100,88.6,-0.0,80.0
10,0,110,88.6,0.0,70.0
10,0,120,88.6,0.0,60.0
10,0,130,88.6,-0.0,50.0
10,0,140,88.6,0.0,40.0
10,0,150,88.6,-0.0,30.0
10,0,160,88.6,0.0,20.0
10,0,170,88.6,0.0,10.0
10,0,180,88.6,0.0,0.0
10,10,0,88.6,60.34,0.0
10,10,10,88.6,56.33,10.0
10,10,20,88.6,51.65,20.0
10,10,30,88.6,46.48,30.0
10,10,40,88.6,40.91,40.0
10,10,50,88.6,35.04,50.0
10,10,60,88.6,28.96,60.0
10,10,70,88.6,22.72,70.0
10,10,80,88.6,16.39,80.0
10,10,90,88.6,10.0,90.0
10,10,100,88.6,10.0,80.0
10,10,110,88.6,10.0,70.0
10,10,120,88.6,10.0,60.0
10,10,130,88.6,10.0,50.0
10,10,140,88.6,10.0,40.0
10,10,150,88.6,10.0,30.0
10,10,160,88.6,10.0,20.0
10,10,170,88.6,10.0,10.0
10,10,180,88.6,10.0,0.0
10,20,0,88.6,70.34,0.0
10,20,10,88.6,66.33,10.0
10,20,20,88.6,61.65,20.0
10,20,30,88.6,56.48,30.0
10,20,40,88.6,50.91,40.0
10,20,50,88.6,45.04,50.0
10,20,60,88.6,38.96,60.0
10,20,70,88.6,32.72,70.0
10,20,80,88.6,26.39,80.0
10,20,90,88.6,20.0,90.0
10,20,100,88.6,20.0,80.0
10,20,110,88.6,20.0,70.0
10,20,120,88.6,20.0,60.0
10,20,130,88.6,20.0,50.0
10,20,140,88.6,20.0,40.0
10,20,150,88.6,20.0,30.0
10,20,160,88.6,20.0,20.0
10,20,170,88.6,20.0,10.0
10,20,180,88.6,20.0,0.0
10,30,0,88.6,80.34,-0.0
10,30,10,88.6,76.33,10.0
10,30,20,88.6,71.65,20.0
10,30,30,88.6,66.48,30.0
10,30,40,88.6,60.91,40.0
10,30,50,88.6,55.04,50.0
10,30,60,88.6,48.96,60.0
10,30,70,88.6,42.72,70.0
10,30,80,88.6,36.39,80.0
10,30,90,88.6,30.0,90.0
10,30,100,88.6,30.0,80.0
10,30,110,88.6,30.0,70.0
10,30,120,88.6,30.0,60.0
10,30,130,88.6,30.0,50.0
10,30,140,88.6,30.0,40.0
10,30,150,88.6,30.0,30.0
10,30,160,88.6,30.0,20.0
10,30,170,88.6,30.0,10.0
10,30,180,88.6,30.0,0.0
10,40,0,88.6,90.34,-0.0
10,40,10,88.6,86.33,10.0
10,40,20,88.6,81.65,20.0
10,40,30,88.6,76.48,30.0
10,40,40,88.6,70.91,40.0
10,40,50,88.6,65.04,50.0
10,40,60,88.6,58.96,60.0
10,40,70,88.6,52.72,70.0
10,40,80,88.6,46.39,80.0
10,40,90,88.6,40.0,90.0
10,40,100,88.6,40.0,80.0
10,40,110,88.6,40.0,70.0
10,40,120,88.6,40.0,60.0
10,40,130,88.6,40.0,50.0
10,40,140,88.6,40.0,40.0
10,40,150,88.6,40.0,30.0
10,40,160,88.6,40.0,20.0
10,40,170,88.6,40.0,10.0
10,40,180,88.6,40.0,0.0
10,50,0,88.6,100.34,0.0
10,50,10,88.6,96.33,10.0
10,50,20,88.6,91.65,20.0
10,50,30,88.6,86.48,30.0
10,50,40,88.6,80.91,40.0
10,50,50,88.6,75.04,50.0
10,50,60,88.6,68.96,60.0
10,50,70,88.6,62.72,70.0
10,50,80,88.6,56.39,80.0
10,50,90,88.6,50.0,
10,50,100,88.6,50.0,80.0
10,50,110,88.6,50.0,70.0
10,50,120,88.6,50.0,60.0
10,50,130,88.6,50.0,50.0
10,50,140,88.6,50.0,40.0
10,50,150,88.6,50.0,30.0
10,50,160,88.6,50.0,20.0
10,50,170,88.6,50.0,10.0
10,50,180,88.6,50.0,0.0
10,60,0,88.6,110.34,0.0
10,60,10,88.6,106.33,10.0
10,60,20,88.6,101.65,20.0
10,60,30,88.6,96.48,30.0
10,60,40,88.6,90.91,40.0
10,60,50,88.6,85.04,50.0
10,60,60,88.6,78.96,60.0
10,60,70,88.6,72.72,70.0
10,60,80,88.6,66.39,80.0
10,60,90,88.6,60.0,90.0
10,60,100,88.6,60.0,80.0
10,60,110,88.6,60.0,70.0
10,60,120,88.6,60.0,60.0
10,60,130,88.6,60.0,50.0
10,60,140,88.6,60.0,40.0
10,60,150,88.6,60.0,30.0
10,60,160,88.6,60.0,20.0
10,60,170,88.6,60.0,10.0
10,60,180,88.6,60.0,0.0
10,70,0,91.75,110.0,-0.0
10,70,10,91.75,110.0,10.0
10,70,20,91.75,110.0,20.0
10,70,30,88.6,106.48,30.0
10,70,40,88.6,100.91,40.0
10,70,50,88.6,95.04,50.0
10,70,60,88.6,88.96,60.0
10,70,70,88.6,82.72,70.0
10,70,80,88.6,76.39,80.0
10,70,90,88.6,70.0,90.0
10,70,100,88.6,70.0,80.0
10,70,110,88.6,70.0,70.0
10,70,120,88.6,70.0,60.0
10,70,130,88.6,70.0,50.0
10,70,140,88.6,70.0,40.0
10,70,150,88.6,70.0,30.0
10,70,160,88.6,70.0,20.0
10,70,170,88.6,70.0,10.0
10,70,180,88.6,70.0,-0.0
10,80,0,91.75,100.0,0.0
10,80,10,91.75,100.0,10.0
10,80,20,91.75,100.0,20.0
10,80,30,91.75,100.0,30.0
10,80,40,91.75,100.0,40.0
10,80,50,91.75,100.0,50.0
10,80,60,88.6,98.96,60.0
10,80,70,88.6,92.72,70.0
10,80,80,88.6,86.39,80.0
10,80,90,88.6,80.0,90.0
10,80,100,88.6,80.0,80.0
10,80,110,88.6,80.0,70.0
10,80,120,88.6,80.0,60.0
10,80,130,88.6,80.0,50.0
10,80,140,88.6,80.0,40.0
10,80,150,88.6,80.0,30.0
10,80,160,88.6,80.0,20.0
10,80,170,88.6,80.0,10.0
10,80,180,88.6,80.0,0.0
10,90,0,91.75,90.0,0.0
10,90,10,91.75,90.0,10.0
10,90,20,91.75,90.0,20.0
10,90,30,91.75,90.0,30.0
10,90,40,91.75,90.0,40.0
10,90,50,91.75,90.0,50.0
10,90,60,91.75,90.0,60.0
10,90,70,91.75,90.0,70.0
10,90,80,91.75,90.0,80.0
10,90,90,88.6,90.0,90.0
10,90,100,88.6,90.0,80.0
10,90,110,88.6,90.0,70.0
10,90,120,88.6,90.0,60.0
10,90,130,88.6,90.0,50.0
10,90,140,88.6,90.0,40.0
10,90,150,88.6,90.0,30.0
10,90,160,88.6,90.0,20.0
10,90,170,88.6,90.0,10.0
10,90,180,88.6,90.0,0.0
10,100,0,91.75,80.0,0.0
10,100,10,91.75,80.0,10.0
10,100,20,91.75,80.0,20.0
10,100,30,91.75,80.0,30.0
10,100,40,91.75,80.0,40.0
10,100,50,91.75,80.0,50.0
10,100,60,91.75,80.0,60.0
10,100,70,91.75,80.0,70.0
10,100,80,91.75,80.0,80.0
10,100,90,91.75,80.0,90.0
10,100,100,91.75,86.39,80.0
10,100,110,91.75,92.72,70.0
10,100,120,91.75,98.96,60.0
10,100,130,88.6,100.0,50.0
10,100,140,88.6,100.0,40.0
10,100,150,88.6,100.0,30.0
10,100,160,88.6,100.0,20.0
10,100,170,88.6,100.0,10.0
10,100,180,88.6,100.0,0.0
10,110,0,91.75,70.0,0.0
10,110,10,91.75,70.0,10.0
10,110,20,91.75,70.0,20.0
10,110,30,91.75,70.0,30.0
10,110,40,91.75,70.0,40.0
10,110,50,91.75,70.0,50.0
10,110,60,91.75,70.0,60.0
10,110,70,91.75,70.0,70.0
10,110,80,91.75,70.0,80.0
10,110,90,91.75,70.0,90.0
10,110,100,91.75,76.39,80.0
10,110,110,91.75,82.72,70.0
10,110,120,91.75,88.96,60.0
10,110,130,91.75,95.04,50.0
10,110,140,91.75,100.91,40.0
10,110,150,91.75,106.48,30.0
10,110,160,88.6,110.0,20.0
10,110,170,88.6,110.0,10.0
10,110,180,88.6,110.0,-0.0
10,120,0,91.75,60.0,0.0
10,120,10,91.75,60.0,10.0
10,120,20,91.75,60.0,20.0
10,120,30,91.75,60.0,30.0
10,120,40,91.75,60.0,40.0
10,120,50,91.75,60.0,50.0
10,120,60,91.75,60.0,60.0
10,120,70,91.75,60.0,70.0
10,120,80,91.75,60.0,80.0
10,120,90,91.75,60.0,90.0
10,120,100,91.75,66.39,80.0
10,120,110,91.75,72.72,70.0
10,120,120,91.75,78.96,60.0
10,120,130,91.75,85.04,50.0
10,120,140,91.75,90.91,40.0
10,120,150,91.75,96.48,30.0
10,120,160,91.75,101.65,20.0
10,120,170,91.75,106.33,10.0
10,120,180,91.75,110.34,-0.0
10,130,0,91.75,50.0,0.0
10,130,10,91.75,50.0,10.0
10,130,20,91.75,50.0,20.0
10,130,30,91.75,50.0,30.0
10,130,40,91.75,50.0,40.0
10,130,50,91.75,50.0,50.0
10,130,60,91.75,50.0,60.0
10,130,70,91.75,50.0,70.0
10,130,80,91.75,50.0,80.0
10,130,90,91.75,50.0,
10,130,100,91.75,56.39,80.0
10,130,110,91.75,62.72,70.0
10,130,120,91.75,68.96,60.0
10,130,130,91.75,75.04,50.0
10,130,140,91.75,80.91,40.0
10,130,150,91.75,86.48,30.0
10,130,160,91.75,91.65,20.0
10,130,170,91.75,96.33,10.0
10,130,180,91.75,100.34,0.0
10,140,0,91.75,40.0,0.0
10,140,10,91.75,40.0,10.0
10,140,20,91.75,40.0,20.0
10,140,30,91.75,40.0,30.0
10,140,40,91.75,40.0,40.0
10,140,50,91.75,40.0,50.0
10,140,60,91.75,40.0,60.0
10,140,70,91.75,40.0,70.0
10,140,80,91.75,40.0,80.0
10,140,90,91.75,40.0,90.0
10,140,100,91.75,46.39,80.0
10,140,110,91.75,52.72,70.0
10,140,120,91.75,58.96,60.0
10,140,130,91.75,65.04,50.0
10,140,140,91.75,70.91,40.0
10,140,150,91.75,76.48,30.0
10,140,160,91.75,81.65,20.0
10,140,170,91.75,86.33,10.0
10,140,180,91.75,90.34,-0.0
10,150,0,91.75,30.0,-0.0
10,150,10,91.75,30.0,10.0
10,150,20,91.75,30.0,20.0
10,150,30,91.75,30.0,30.0
10,150,40,91.75,30.0,40.0
10,150,50,91.75,30.0,50.0
10,150,60,91.75,30.0,60.0
10,150,70,91.75,30.0,70.0
10,150,80,91.75,30.0,80.0
10,150,90,91.75,30.0,90.0
10,150,100,91.75,36.39,80.0
10,150,110,91.75,42.72,70.0
10,150,120,91.75,48.96,60.0
10,150,130,91.75,55.04,50.0
10,150,140,91.75,60.91,40.0
10,150,150,91.75,66.48,30.0
10,150,160,91.75,71.65,20.0
10,150,170,91.75,76.33,10.0
10,150,180,91.75,80.34,-0.0
10,160,0,91.75,20.0,-0.0
10,160,10,91.75,20.0,10.0
10,160,20,91.75,20.0,20.0
10,160,30,91.75,20.0,30.0
10,160,40,91.75,20.0,40.0
10,160,50,91.75,20.0,50.0
10,160,60,91.75,20.0,60.0
10,160,70,91.75,20.0,70.0
10,160,80,91.75,20.0,80.0
10,160,90,91.75,20.0,90.0
10,160,100,91.75,26.39,80.0
10,160,110,91.75,32.72,70.0
10,160,120,91.75,38.96,60.0
10,160,130,91.75,45.04,50.0
10,160,140,91.75,50.91,40.0
10,160,150,91.75,56.48,30.0
10,160,160,91.75,61.65,20.0
10,160,170,91.75,66.33,10.0
10,160,180,91.75,70.34,0.0
10,170,0,91.75,10.0,0.0
10,170,10,91.75,10.0,10.0
10,170,20,91.75,10.0,20.0
10,170,30,91.75,10.0,30.0
10,170,40,91.75,10.0,40.0
10,170,50,91.75,10.0,50.0
10,170,60,91.75,10.0,60.0
10,170,70,91.75,10.0,70.0
10,170,80,91.75,10.0,80.0
10,170,90,91.75,10.0,90.0
10,170,100,91.75,16.39,80.0
10,170,110,91.75,22.72,70.0
10,170,120,91.75,28.96,60.0
10,170,130,91.75,35.04,50.0
10,170,140,91.75,40.91,40.0
10,170,150,91.75,46.48,30.0
10,170,160,91.75,51.65,20.0
10,170,170,91.75,56.33,10.0
10,170,180,91.75,60.34,0.0
10,180,0,91.75,0.0,0.0
10,180,10,91.75,0.0,10.0
10,180,20,91.75,0.0,20.0
10,180,30,91.75,0.0,30.0
10,180,40,91.75,0.0,40.0
10,180,50,91.75,0.0,50.0
10,180,60,91.75,-0.0,60.0
10,180,70,91.75,0.0,70.0
10,180,80,91.75,0.0,80.0
10,180,90,91.75,0.0,
10,180,100,91.75,6.39,80.0
10,180,110,91.75,12.72,70.0
10,180,120,91.75,18.96,60.0
10,180,130,91.75,25.04,50.0
10,180,140,91.75,30.91,40.0
10,180,150,91.75,36.48,30.0
10,180,160,91.75,41.65,20.0
10,180,170,91.75,46.33,10.0
10,180,180,91.75,50.34,0.0
20,0,0,88.78,50.34,0.0
20,0,10,88.78,46.33,10.0
20,0,20,88.78,41.65,20.0
20,0,30,88.78,36.48,30.0
20,0,40,88.78,30.91,40.0
20,0,50,88.78,25.04,50.0
20,0,60,88.78,18.96,60.0
20,0,70,88.78,12.72,70.0
20,0,80,88.78,6.39,80.0
20,0,90,88.78,0.0,90.0
20,0,100,88.78,-0.0,80.0
20,0,110,88.78,0.0,70.0
20,0,120,88.78,0.0,60.0
20,0,130,88.78,-0.0,50.0
20,0,140,88.78,0.0,40.0
20,0,150,88.78,-0.0,30.0
20,0,160,88.78,0.0,20.0
20,0,170,88.78,0.0,10.0
20,0,180,88.78,0.0,0.0
20,10,0,88.78,60.34,0.0
20,10,10,88.78,56.33,10.0
20,10,20,88.78,51.65,20.0
20,10,30,88.78,46.48,30.0
20,10,40,88.78,40.91,40.0
20,10,50,88.78,35.04,50.0
20,10,60,88.78,28.96,60.0
20,10,70,88.78,22.72,70.0
20,10,80,88.78,16.39,80.0
20,10,90,88.78,10.0,90.0
20,10,100,88.78,10.0,80.0
20,10,110,88.78,10.0,70.0
20,10,120,88.78,10.0,60.0
20,10,130,88.78,10.0,50.0
20,10,140,88.78,10.0,40.0
20,10,150,88.78,10.0,30.0
20,10,160,88.78,10.0,20.0
20,10,170,88.78,10.0,10.0
20,10,180,88.78,10.0,0.0
20,20,0,88.78,70.34,0.0
20,20,10,88.78,66.33,10.0
20,20,20,88.78,61.65,20.0
20,20,30,88.78,56.48,30.0
20,20,40,88.78,50.91,40.0
20,20,50,88.78,45.04,50.0
20,20,60,88.78,38.96,60.0
20,20,70,88.78,32.72,70.0
20,20,80,88.78,26.39,80.0
20,20,90,88.78,20.0,
20,20,100,88.78,20.0,80.0
20,20,110,88.78,20.0,70.0
20,20,120,88.78,20.0,60.0
20,20,130,88.78,20.0,50.0
20,20,140,88.78,20.0,40.0
20,20,150,88.78,20.0,30.0
