x,y,z,rx,ry,rz
40,160,10,92.27,20.0,10.0
40,160,20,92.27,20.0,20.0
40,160,30,92.27,20.0,30.0
40,160,40,92.27,20.0,40.0
40,160,50,92.27,20.0,50.0
40,160,60,92.27,20.0,60.0
40,160,70,92.27,20.0,70.0
40,160,80,92.27,20.0,80.0
40,160,90,92.27,20.0,90.0
40,160,100,92.27,26.39,80.0
40,160,110,92.27,32.72,70.0
40,160,120,92.27,38.96,60.0
40,160,130,92.27,45.04,50.0
40,160,140,92.27,50.91,40.0
40,160,150,92.27,56.48,30.0
40,160,160,92.27,61.65,20.0
40,160,170,92.27,66.33,10.0
40,160,180,92.27,70.34,0.0
40,170,0,92.27,10.0,0.0
40,170,10,92.27,10.0,10.0
40,170,20,92.27,10.0,20.0
40,170,30,92.27,10.0,30.0
40,170,40,92.27,10.0,40.0
40,170,50,92.27,10.0,50.0
40,170,60,92.27,10.0,60.0
40,170,70,92.27,10.0,70.0
40,170,80,92.27,10.0,80.0
40,170,90,92.27,10.0,90.0
40,170,100,92.27,16.39,80.0
40,170,110,92.27,22.72,70.0
40,170,120,92.27,28.96,60.0
40,170,130,92.27,35.04,50.0
40,170,140,92.27,40.91,40.0
40,170,150,92.27,46.48,30.0
40,170,160,92.27,51.65,20.0
40,170,170,92.27,56.33,10.0
40,170,180,92.27,60.34,0.0
40,180,0,92.27,0.0,0.0
40,180,10,92.27,0.0,10.0
40,180,20,92.27,0.0,20.0
40,180,30,92.27,0.0,30.0
40,180,40,92.27,0.0,40.0
40,180,50,92.27,0.0,50.0
40,180,60,92.27,-0.0,60.0
40,180,70,92.27,0.0,70.0
40,180,80,92.27,0.0,80.0
40,180,90,92.27,0.0,
40,180,100,92.27,6.39,80.0
40,180,110,92.27,12.72,70.0
40,180,120,92.27,18.96,60.0
40,180,130,92.27,25.04,50.0
40,180,140,92.27,30.91,40.0
40,180,150,92.27,36.48,30.0
40,180,160,92.27,41.65,20.0
40,180,170,92.27,46.33,10.0
40,180,180,92.27,50.34,0.0
50,0,0,89.3,50.34,0.0
50,0,10,89.3,46.33,10.0
50,0,20,89.3,41.65,20.0
50,0,30,89.3,36.48,30.0
50,0,40,89.3,30.91,40.0
50,0,50,89.3,25.04,50.0
50,0,60,89.3,18.96,60.0
50,0,70,89.3,12.72,70.0
50,0,80,89.3,6.39,80.0
50,0,90,89.3,0.0,
50,0,100,89.3,-0.0,80.0
50,0,110,89.3,0.0,70.0
50,0,120,89.3,0.0,60.0
50,0,130,89.3,-0.0,50.0
50,0,140,89.3,0.0,40.0
50,0,150,89.3,-0.0,30.0
50,0,160,89.3,0.0,20.0
50,0,170,89.3,0.0,10.0
50,0,180,89.3,0.0,0.0
50,10,0,89.3,60.34,0.0
50,10,10,89.3,56.33,10.0
50,10,20,89.3,51.65,20.0
50,10,30,89.3,46.48,30.0
50,10,40,89.3,40.91,40.0
50,10,50,89.3,35.04,50.0
50,10,60,89.3,28.96,60.0
50,10,70,89.3,22.72,70.0
50,10,80,89.3,16.39,80.0
50,10,90,89.3,10.0,90.0
50,10,100,89.3,10.0,80.0
50,10,110,89.3,10.0,70.0
50,10,120,89.3,10.0,60.0
50,10,130,89.3,10.0,50.0
50,10,140,89.3,10.0,40.0
50,10,150,89.3,10.0,30.0
50,10,160,89.3,10.0,20.0
50,10,170,89.3,10.0,10.0
50,10,180,89.3,10.0,0.0
50,20,0,89.3,70.34,0.0
50,20,10,89.3,66.33,10.0
50,20,20,89.3,61.65,20.0
50,20,30,89.3,56.48,30.0
50,20,40,89.3,50.91,40.0
50,20,50,89.3,45.04,50.0
50,20,60,89.3,38.96,60.0
50,20,70,89.3,32.72,70.0
50,20,80,89.3,26.39,80.0
50,20,90,89.3,20.0,
50,20,100,89.3,20.0,80.0
50,20,110,89.3,20.0,70.0
50,20,120,89.3,20.0,60.0
50,20,130,89.3,20.0,50.0
50,20,140,89.3,20.0,40.0
50,20,150,89.3,20.0,30.0
50,20,160,89.3,20.0,20.0
50,20,170,89.3,20.0,10.0
50,20,180,89.3,20.0,0.0
50,30,0,89.3,80.34,-0.0
50,30,10,89.3,76.33,10.0
50,30,20,89.3,71.65,20.0
50,30,30,89.3,66.48,30.0
50,30,40,89.3,60.91,40.0
50,30,50,89.3,55.04,50.0
50,30,60,89.3,48.96,60.0
50,30,70,89.3,42.72,70.0
50,30,80,89.3,36.39,80.0
50,30,90,89.3,30.0,90.0
50,30,100,89.3,30.0,80.0
50,30,110,89.3,30.0,70.0
50,30,120,89.3,30.0,60.0
50,30,130,89.3,30.0,50.0
50,30,140,89.3,30.0,40.0
50,30,150,89.3,30.0,30.0
50,30,160,89.3,30.0,20.0
50,30,170,89.3,30.0,10.0
50,30,180,89.3,30.0,-0.0
50,40,0,89.3,90.34,-0.0
50,40,10,89.3,86.33,10.0
50,40,20,89.3,81.65,20.0
50,40,30,89.3,76.48,30.0
50,40,40,89.3,70.91,40.0
50,40,50,89.3,65.04,50.0
50,40,60,89.3,58.96,60.0
50,40,70,89.3,52.72,70.0
50,40,80,89.3,46.39,80.0
50,40,90,89.3,40.0,90.0
50,40,100,89.3,40.0,80.0
50,40,110,89.3,40.0,70.0
50,40,120,89.3,40.0,60.0
50,40,130,89.3,40.0,50.0
50,40,140,89.3,40.0,40.0
50,40,150,89.3,40.0,30.0
50,40,160,89.3,40.0,20.0
50,40,170,89.3,40.0,10.0
50,40,180,89.3,40.0,0.0
50,50,0,89.3,100.34,0.0
50,50,10,89.3,96.33,10.0
50,50,20,89.3,91.65,20.0
50,50,30,89.3,86.48,30.0
50,50,40,89.3,80.91,40.0
50,50,50,89.3,75.04,50.0
50,50,60,89.3,68.96,60.0
50,50,70,89.3,62.72,70.0
50,50,80,89.3,56.39,80.0
50,50,90,89.3,50.0,90.0
50,50,100,89.3,50.0,80.0
50,50,110,89.3,50.0,70.0
50,50,120,89.3,50.0,60.0
50,50,130,89.3,50.0,50.0
50,50,140,89.3,50.0,40.0
50,50,150,89.3,50.0,30.0
50,50,160,89.3,50.0,20.0
50,50,170,89.3,50.0,10.0
50,50,180,89.3,50.0,0.0
50,60,0,89.3,110.34,0.0
50,60,10,89.3,106.33,10.0
50,60,20,89.3,101.65,20.0
50,60,30,89.3,96.48,30.0
50,60,40,89.3,90.91,40.0
50,60,50,89.3,85.04,50.0
50,60,60,89.3,78.96,60.0
50,60,70,89.3,72.72,70.0
50,60,80,89.3,66.39,80.0
50,60,90,89.3,60.0,90.0
50,60,100,89.3,60.0,80.0
50,60,110,89.3,60.0,70.0
50,60,120,89.3,60.0,60.0
50,60,130,89.3,60.0,50.0
50,60,140,89.3,60.0,40.0
50,60,150,89.3,60.0,30.0
50,60,160,89.3,60.0,20.0
50,60,170,89.3,60.0,10.0
50,60,180,89.3,60.0,0.0
50,70,0,92.44,110.0,-0.0
50,70,10,92.44,110.0,10.0
50,70,20,92.44,110.0,20.0
50,70,30,89.3,106.48,30.0
50,70,40,89.3,100.91,40.0
50,70,50,89.3,95.04,50.0
50,70,60,89.3,88.96,60.0
50,70,70,89.3,82.72,70.0
50,70,80,89.3,76.39,80.0
50,70,90,89.3,70.0,90.0
50,70,100,89.3,70.0,80.0
50,70,110,89.3,70.0,70.0
50,70,120,89.3,70.0,60.0
50,70,130,89.3,70.0,50.0
50,70,140,89.3,70.0,40.0
50,70,150,89.3,70.0,30.0
50,70,160,89.3,70.0,20.0
50,70,170,89.3,70.0,10.0
50,70,180,89.3,70.0,-0.0
50,80,0,92.44,100.0,0.0
50,80,10,92.44,100.0,10.0
50,80,20,92.44,100.0,20.0
50,80,30,92.44,100.0,30.0
50,80,40,92.44,100.0,40.0
50,80,50,92.44,100.0,50.0
50,80,60,89.3,98.96,60.0
50,80,70,89.3,92.72,70.0
50,80,80,89.3,86.39,80.0
50,80,90,89.3,80.0,90.0
50,80,100,89.3,80.0,80.0
50,80,110,89.3,80.0,70.0
50,80,120,89.3,80.0,60.0
50,80,130,89.3,80.0,50.0
50,80,140,89.3,80.0,40.0
50,80,150,89.3,80.0,30.0
50,80,160,89.3,80.0,20.0
50,80,170,89.3,80.0,10.0
50,80,180,89.3,80.0,-0.0
50,90,0,92.44,90.0,0.0
50,90,10,92.44,90.0,10.0
50,90,20,92.44,90.0,20.0
50,90,30,92.44,90.0,30.0
50,90,40,92.44,90.0,40.0
50,90,50,92.44,90.0,50.0
50,90,60,92.44,90.0,60.0
50,90,70,92.44,90.0,70.0
50,90,80,92.44,90.0,80.0
50,90,90,89.3,90.0,90.0
50,90,100,89.3,90.0,80.0
50,90,110,89.3,90.0,70.0
50,90,120,89.3,90.0,60.0
50,90,130,89.3,90.0,50.0
50,90,140,89.3,90.0,40.0
50,90,150,89.3,90.0,30.0
50,90,160,89.3,90.0,20.0
50,90,170,89.3,90.0,10.0
50,90,180,89.3,90.0,0.0
50,100,0,92.44,80.0,0.0
50,100,10,92.44,80.0,10.0
50,100,20,92.44,80.0,20.0
50,100,30,92.44,80.0,30.0
50,100,40,92.44,80.0,40.0
50,100,50,92.44,80.0,50.0
50,100,60,92.44,80.0,60.0
50,100,70,92.44,80.0,70.0
50,100,80,92.44,80.0,80.0
50,100,90,92.44,80.0,90.0
50,100,100,92.44,86.39,80.0
50,100,110,92.44,92.72,70.0
50,100,120,92.44,98.96,60.0
50,100,130,89.3,100.0,50.0
50,100,140,89.3,100.0,40.0
50,100,150,89.3,100.0,30.0
50,100,160,89.3,100.0,20.0
50,100,170,89.3,100.0,10.0
50,100,180,89.3,100.0,0.0
50,110,0,92.44,70.0,-0.0
50,110,10,92.44,70.0,10.0
50,110,20,92.44,70.0,20.0
50,110,30,92.44,70.0,30.0
50,110,40,92.44,70.0,40.0
50,110,50,92.44,70.0,50.0
50,110,60,92.44,70.0,60.0
50,110,70,92.44,70.0,70.0
50,110,80,92.44,70.0,80.0
50,110,90,92.44,70.0,90.0
50,110,100,92.44,76.39,80.0
50,110,110,92.44,82.72,70.0
50,110,120,92.44,88.96,60.0
50,110,130,92.44,95.04,50.0
50,110,140,92.44,100.91,40.0
50,110,150,92.44,106.48,30.0
50,110,160,89.3,110.0,20.0
50,110,170,89.3,110.0,10.0
50,110,180,89.3,110.0,-0.0
50,120,0,92.44,60.0,-0.0
50,120,10,92.44,60.0,10.0
50,120,20,92.44,60.0,20.0
50,120,30,92.44,60.0,30.0
50,120,40,92.44,60.0,40.0
50,120,50,92.44,60.0,50.0
50,120,60,92.44,60.0,60.0
50,120,70,92.44,60.0,70.0
50,120,80,92.44,60.0,80.0
50,120,90,92.44,60.0,90.0
50,120,100,92.44,66.39,80.0
50,120,110,92.44,72.72,70.0
50,120,120,92.44,78.96,60.0
50,120,130,92.44,85.04,50.0
50,120,140,92.44,90.91,40.0
50,120,150,92.44,96.48,30.0
50,120,160,92.44,101.65,20.0
50,120,170,92.44,106.33,10.0
50,120,180,92.44,110.34,-0.0
50,130,0,92.44,50.0,0.0
50,130,10,92.44,50.0,10.0
50,130,20,92.44,50.0,20.0
50,130,30,92.44,50.0,30.0
50,130,40,92.44,50.0,40.0
50,130,50,92.44,50.0,50.0
50,130,60,92.44,50.0,60.0
50,130,70,92.44,50.0,70.0
50,130,80,92.44,50.0,80.0
50,130,90,92.44,50.0,90.0
50,130,100,92.44,56.39,80.0
50,130,110,92.44,62.72,70.0
50,130,120,92.44,68.96,60.0
50,130,130,92.44,75.04,50.0
50,130,140,92.44,80.91,40.0
50,130,150,92.44,86.48,30.0
50,130,160,92.44,91.65,20.0
50,130,170,92.44,96.33,10.0
50,130,180,92.44,100.34,0.0
50,140,0,92.44,40.0,0.0
50,140,10,92.44,40.0,10.0
50,140,20,92.44,40.0,20.0
50,140,30,92.44,40.0,30.0
50,140,40,92.44,40.0,40.0
50,140,50,92.44,40.0,50.0
50,140,60,92.44,40.0,60.0
50,140,70,92.44,40.0,70.0
50,140,80,92.44,40.0,80.0
50,140,90,92.44,40.0,90.0
50,140,100,92.44,46.39,80.0
50,140,110,92.44,52.72,70.0
50,140,120,92.44,58.96,60.0
50,140,130,92.44,65.04,50.0
50,140,140,92.44,70.91,40.0
50,140,150,92.44,76.48,30.0
50,140,160,92.44,81.65,20.0
50,140,170,92.44,86.33,10.0
50,140,180,92.44,90.34,-0.0
50,150,0,92.44,30.0,-0.0
50,150,10,92.44,30.0,10.0
50,150,20,92.44,30.0,20.0
50,150,30,92.44,30.0,30.0
50,150,40,92.44,30.0,40.0
50,150,50,92.44,30.0,50.0
50,150,60,92.44,30.0,60.0
50,150,70,92.44,30.0,70.0
50,150,80,92.44,30.0,80.0
50,150,90,92.44,30.0,90.0
50,150,100,92.44,36.39,80.0
50,150,110,92.44,42.72,70.0
50,150,120,92.44,48.96,60.0
50,150,130,92.44,55.04,50.0
50,150,140,92.44,60.91,40.0
50,150,150,92.44,66.48,30.0
50,150,160,92.44,71.65,20.0
50,150,170,92.44,76.33,10.0
50,150,180,92.44,80.34,-0.0
50,160,0,92.44,20.0,-0.0
50,160,10,92.44,20.0,10.0
50,160,20,92.44,20.0,20.0
50,160,30,92.44,20.0,30.0
50,160,40,92.44,20.0,40.0
50,160,50,92.44,20.0,50.0
50,160,60,92.44,20.0,60.0
50,160,70,92.44,20.0,70.0
50,160,80,92.44,20.0,80.0
50,160,90,92.44,20.0,90.0
50,160,100,92.44,26.39,80.0
50,160,110,92.44,32.72,70.0
50,160,120,92.44,38.96,60.0
50,160,130,92.44,45.04,50.0
50,160,140,92.44,50.91,40.0
50,160,150,92.44,56.48,30.0
50,160,160,92.44,61.65,20.0
50,160,170,92.44,66.33,10.0
50,160,180,92.44,70.34,-0.0
50,170,0,92.44,10.0,0.0
50,170,10,92.44,10.0,10.0
50,170,20,92.44,10.0,20.0
50,170,30,92.44,10.0,30.0
50,170,40,92.44,10.0,40.0
50,170,50,92.44,10.0,50.0
50,170,60,92.44,10.0,60.0
50,170,70,92.44,10.0,70.0
50,170,80,92.44,10.0,80.0
50,170,90,92.44,10.0,90.0
50,170,100,92.44,16.39,80.0
50,170,110,92.44,22.72,70.0
50,170,120,92.44,28.96,60.0
50,170,130,92.44,35.04,50.0
50,170,140,92.44,40.91,40.0
50,170,150,92.44,46.48,30.0
50,170,160,92.44,51.65,20.0
50,170,170,92.44,56.33,10.0
50,170,180,92.44,60.34,0.0
50,180,0,92.44,0.0,0.0
50,180,10,92.44,0.0,10.0
50,180,20,92.44,0.0,20.0
50,180,30,92.44,0.0,30.0
50,180,40,92.44,0.0,40.0
50,180,50,92.44,0.0,50.0
50,180,60,92.44,0.0,60.0
50,180,70,92.44,0.0,70.0
50,180,80,92.44,0.0,80.0
50,180,90,92.44,0.0,
50,180,100,92.44,6.39,80.0
50,180,110,92.44,12.72,70.0
50,180,120,92.44,18.96,60.0
50,180,130,92.44,25.04,50.0
50,180,140,92.44,30.91,40.0
50,180,150,92.44,36.48,30.0
50,180,160,92.44,41.65,20.0
50,180,170,92.44,46.33,10.0
50,180,180,92.44,50.34,0.0
60,0,0,89.48,50.34,0.0
60,0,10,89.48,46.33,10.0
60,0,20,89.48,41.65,20.0
60,0,30,89.48,36.48,30.0
60,0,40,89.48,30.91,40.0
60,0,50,89.48,25.04,50.0
60,0,60,89.48,18.96,60.0
60,0,70,89.48,12.72,70.0
60,0,80,89.48,6.39,80.0
60,0,90,89.48,0.0,
60,0,100,89.48,-0.0,80.0
60,0,110,89.48,0.0,70.0
60,0,120,89.48,0.0,60.0
60,0,130,89.48,-0.0,50.0
60,0,140,89.48,0.0,40.0
60,0,150,89.48,-0.0,30.0
60,0,160,89.48,0.0,20.0
60,0,170,89.48,0.0,10.0
60,0,180,89.48,0.0,0.0
60,10,0,89.48,60.34,0.0
60,10,10,89.48,56.33,10.0
60,10,20,89.48,51.65,20.0
60,10,30,89.48,46.48,30.0
60,10,40,89.48,40.91,40.0
60,10,50,89.48,35.04,50.0
60,10,60,89.48,28.96,60.0
60,10,70,89.48,22.72,70.0
60,10,80,89.48,16.39,80.0
60,10,90,89.48,10.0,90.0
60,10,100,89.48,10.0,80.0
60,10,110,89.48,10.0,70.0
60,10,120,89.48,10.0,60.0
60,10,130,89.48,10.0,50.0
60,10,140,89.48,10.0,40.0
60,10,150,89.48,10.0,30.0
60,10,160,89.48,10.0,20.0
60,10,170,89.48,10.0,10.0
60,10,180,89.48,10.0,0.0
60,20,0,89.48,70.34,0.0
60,20,10,89.48,66.33,10.0
60,20,20,89.48,61.65,20.0
60,20,30,89.48,56.48,30.0
60,20,40,89.48,50.91,40.0
60,20,50,89.48,45.04,50.0
60,20,60,89.48,38.96,60.0
60,20,70,89.48,32.72,70.0
60,20,80,89.48,26.39,80.0
60,20,90,89.48,20.0,
60,20,100,89.48,20.0,80.0
60,20,110,89.48,20.0,70.0
60,20,120,89.48,20.0,60.0
60,20,130,89.48,20.0,50.0
60,20,140,89.48,20.0,40.0
60,20,150,89.48,20.0,30.0
60,20,160,89.48,20.0,20.0
60,20,170,89.48,20.0,10.0
60,20,180,89.48,20.0,0.0
60,30,0,89.48,80.34,-0.0
60,30,10,89.48,76.33,10.0
60,30,20,89.48,71.65,20.0
60,30,30,89.48,66.48,30.0
60,30,40,89.48,60.91,40.0
60,30,50,89.48,55.04,50.0
60,30,60,89.48,48.96,60.0
60,30,70,89.48,42.72,70.0
60,30,80,89.48,36.39,80.0
60,30,90,89.48,30.0,90.0
60,30,100,89.48,30.0,80.0
60,30,110,89.48,30.0,70.0
60,30,120,89.48,30.0,60.0
60,30,130,89.48,30.0,50.0
60,30,140,89.48,30.0,40.0
60,30,150,89.48,30.0,30.0
60,30,160,89.48,30.0,20.0
60,30,170,89.48,30.0,10.0
60,30,180,89.48,30.0,0.0
60,40,0,89.48,90.34,-0.0
60,40,10,89.48,86.33,10.0
60,40,20,89.48,81.65,20.0
60,40,30,89.48,76.48,30.0
60,40,40,89.48,70.91,40.0
60,40,50,89.48,65.04,50.0
60,40,60,89.48,58.96,60.0
60,40,70,89.48,52.72,70.0
60,40,80,89.48,46.39,80.0
60,40,90,89.48,40.0,90.0
60,40,100,89.48,40.0,80.0
60,40,110,89.48,40.0,70.0
60,40,120,89.48,40.0,60.0
60,40,130,89.48,40.0,50.0
60,40,140,89.48,40.0,40.0
60,40,150,89.48,40.0,30.0
60,40,160,89.48,40.0,20.0
60,40,170,89.48,40.0,10.0
60,40,180,89.48,40.0,0.0
60,50,0,89.48,100.34,0.0
60,50,10,89.48,96.33,10.0
60,50,20,89.48,91.65,20.0
60,50,30,89.48,86.48,30.0
60,50,40,89.48,80.91,40.0
60,50,50,89.48,75.04,50.0
60,50,60,89.48,68.96,60.0
60,50,70,89.48,62.72,70.0
60,50,80,89.48,56.39,80.0
60,50,90,89.48,50.0,
60,50,100,89.48,50.0,80.0
60,50,110,89.48,50.0,70.0
60,50,120,89.48,50.0,60.0
60,50,130,89.48,50.0,50.0
60,50,140,89.48,50.0,40.0
60,50,150,89.48,50.0,30.0
60,50,160,89.48,50.0,20.0
60,50,170,89.48,50.0,10.0
60,50,180,89.48,50.0,0.0
60,60,0,89.48,110.34,0.0
60,60,10,89.48,106.33,10.0
60,60,20,89.48,101.65,20.0
60,60,30,89.48,96.48,30.0
60,60,40,89.48,90.91,40.0
60,60,50,89.48,85.04,50.0
60,60,60,89.48,78.96,60.0
60,60,70,89.48,72.72,70.0
60,60,80,89.48,66.39,80.0
60,60,90,89.48,60.0,90.0
60,60,100,89.48,60.0,80.0
60,60,110,89.48,60.0,70.0
60,60,120,89.48,60.0,60.0
60,60,130,89.48,60.0,50.0
60,60,140,89.48,60.0,40.0
60,60,150,89.48,60.0,30.0
60,60,160,89.48,60.0,20.0
60,60,170,89.48,60.0,10.0
60,60,180,89.48,60.0,0.0
60,70,0,92.62,110.0,-0.0
60,70,10,92.62,110.0,10.0
60,70,20,92.62,110.0,20.0
60,70,30,89.48,106.48,30.0
60,70,40,89.48,100.91,40.0
60,70,50,89.48,95.04,50.0
60,70,60,89.48,88.96,60.0
60,70,70,89.48,82.72,70.0
60,70,80,89.48,76.39,80.0
60,70,90,89.48,70.0,90.0
60,70,100,89.48,70.0,80.0
60,70,110,89.48,70.0,70.0
60,70,120,89.48,70.0,60.0
60,70,130,89.48,70.0,50.0
60,70,140,89.48,70.0,40.0
60,70,150,89.48,70.0,30.0
60,70,160,89.48,70.0,20.0
60,70,170,89.48,70.0,10.0
60,70,180,89.48,70.0,-0.0
60,80,0,92.62,100.0,0.0
60,80,10,92.62,100.0,10.0
60,80,20,92.62,100.0,20.0
60,80,30,92.62,100.0,30.0
60,80,40,92.62,100.0,40.0
60,80,50,92.62,100.0,50.0
60,80,60,89.48,98.96,60.0
60,80,70,89.48,92.72,70.0
60,80,80,89.48,86.39,80.0
60,80,90,89.48,80.0,90.0
60,80,100,89.48,80.0,80.0
60,80,110,89.48,80.0,70.0
60,80,120,89.48,80.0,60.0
60,80,130,89.48,80.0,50.0
60,80,140,89.48,80.0,40.0
60,80,150,89.48,80.0,30.0
60,80,160,89.48,80.0,20.0
60,80,170,89.48,80.0,10.0
60,80,180,89.48,80.0,0.0
60,90,0,92.62,90.0,0.0
60,90,10,92.62,90.0,10.0
60,90,20,92.62,90.0,20.0
60,90,30,92.62,90.0,30.0
60,90,40,92.62,90.0,40.0
60,90,50,92.62,90.0,50.0
60,90,60,92.62,90.0,60.0
60,90,70,92.62,90.0,70.0
60,90,80,92.62,90.0,80.0
60,90,90,89.48,90.0,90.0
60,90,100,89.48,90.0,80.0
60,90,110,89.48,90.0,70.0
60,90,120,89.48,90.0,60.0
60,90,130,89.48,90.0,50.0
60,90,140,89.48,90.0,40.0
60,90,150,89.48,90.0,30.0
60,90,160,89.48,90.0,20.0
60,90,170,89.48,90.0,10.0
60,90,180,89.48,90.0,0.0
60,100,0,92.62,80.0,0.0
60,100,10,92.62,80.0,10.0
60,100,20,92.62,80.0,20.0
60,100,30,92.62,80.0,30.0
60,100,40,92.62,80.0,40.0
60,100,50,92.62,80.0,50.0
60,100,60,92.62,80.0,60.0
60,100,70,92.62,80.0,70.0
60,100,80,92.62,80.0,80.0
60,100,90,92.62,80.0,90.0
60,100,100,92.62,86.39,80.0
60,100,110,92.62,92.72,70.0
60,100,120,92.62,98.96,60.0
60,100,130,89.48,100.0,50.0
60,100,140,89.48,100.0,40.0
60,100,150,89.48,100.0,30.0
60,100,160,89.48,100.0,20.0
60,100,170,89.48,100.0,10.0
60,100,180,89.48,100.0,0.0
60,110,0,92.62,70.0,0.0
60,110,10,92.62,70.0,10.0
60,110,20,92.62,70.0,20.0
60,110,30,92.62,70.0,30.0
60,110,40,92.62,70.0,40.0
60,110,50,92.62,70.0,50.0
60,110,60,92.62,70.0,60.0
60,110,70,92.62,70.0,70.0
60,110,80,92.62,70.0,80.0
60,110,90,92.62,70.0,90.0
60,110,100,92.62,76.39,80.0
60,110,110,92.62,82.72,70.0
60,110,120,92.62,88.96,60.0
60,110,130,92.62,95.04,50.0
60,110,140,92.62,100.91,40.0
60,110,150,92.62,106.48,30.0
60,110,160,89.48,110.0,20.0
60,110,170,89.48,110.0,10.0
60,110,180,89.48,110.0,-0.0
60,120,0,92.62,60.0,0.0
60,120,10,92.62,60.0,10.0
60,120,20,92.62,60.0,20.0
60,120,30,92.62,60.0,30.0
60,120,40,92.62,60.0,40.0
60,120,50,92.62,60.0,50.0
60,120,60,92.62,60.0,60.0
60,120,70,92.62,60.0,70.0
60,120,80,92.62,60.0,80.0
60,120,90,92.62,60.0,90.0
60,120,100,92.62,66.39,80.0
60,120,110,92.62,72.72,70.0
60,120,120,92.62,78.96,60.0
60,120,130,92.62,85.04,50.0
60,120,140,92.62,90.91,40.0
60,120,150,92.62,96.48,30.0
60,120,160,92.62,101.65,20.0
60,120,170,92.62,106.33,10.0
60,120,180,92.62,110.34,-0.0
60,130,0,92.62,50.0,0.0
60,130,10,92.62,50.0,10.0
60,130,20,92.62,50.0,20.0
60,130,30,92.62,50.0,30.0
60,130,40,92.62,50.0,40.0
60,130,50,92.62,50.0,50.0
60,130,60,92.62,50.0,60.0
60,130,70,92.62,50.0,70.0
60,130,80,92.62,50.0,80.0
60,130,90,92.62,50.0,
60,130,100,92.62,56.39,80.0
60,130,110,92.62,62.72,70.0
60,130,120,92.62,68.96,60.0
60,130,130,92.62,75.04,50.0
60,130,140,92.62,80.91,40.0
60,130,150,92.62,86.48,30.0
60,130,160,92.62,91.65,20.0
60,130,170,92.62,96.33,10.0
60,130,180,92.62,100.34,0.0
60,140,0,92.62,40.0,0.0
60,140,10,92.62,40.0,10.0
60,140,20,92.62,40.0,20.0
60,140,30,92.62,40.0,30.0
60,140,40,92.62,40.0,40.0
60,140,50,92.62,40.0,50.0
60,140,60,92.62,40.0,60.0
60,140,70,92.62,40.0,70.0
60,140,80,92.62,40.0,80.0
60,140,90,92.62,40.0,90.0
60,140,100,92.62,46.39,80.0
60,140,110,92.62,52.72,70.0
60,140,120,92.62,58.96,60.0
60,140,130,92.62,65.04,50.0
60,140,140,92.62,70.91,40.0
60,140,150,92.62,76.48,30.0
60,140,160,92.62,81.65,20.0
60,140,170,92.62,86.33,10.0
60,140,180,92.62,90.34,-0.0
60,150,0,92.62,30.0,-0.0
60,150,10,92.62,30.0,10.0
60,150,20,92.62,30.0,20.0
60,150,30,92.62,30.0,30.0
60,150,40,92.62,30.0,40.0
60,150,50,92.62,30.0,50.0
60,150,60,92.62,30.0,60.0
60,150,70,92.62,30.0,70.0
60,150,80,92.62,30.0,80.0
60,150,90,92.62,30.0,90.0
60,150,100,92.62,36.39,80.0
60,150,110,92.62,42.72,70.0
60,150,120,92.62,48.96,60.0
60,150,130,92.62,55.04,50.0
60,150,140,92.62,60.91,40.0
60,150,150,92.62,66.48,30.0
60,150,160,92.62,71.65,20.0
60,150,170,92.62,76.33,10.0
60,150,180,92.62,80.34,-0.0
60,160,0,92.62,20.0,-0.0
60,160,10,92.62,20.0,10.0
60,160,20,92.62,20.0,20.0
60,160,30,92.62,20.0,30.0
60,160,40,92.62,20.0,40.0
60,160,50,92.62,20.0,50.0
60,160,60,92.62,20.0,60.0
60,160,70,92.62,20.0,70.0
60,160,80,92.62,20.0,80.0
60,160,90,92.62,20.0,90.0
60,160,100,92.62,26.39,80.0
60,160,110,92.62,32.72,70.0
60,160,120,92.62,38.96,60.0
60,160,130,92.62,45.04,50.0
60,160,140,92.62,50.91,40.0
60,160,150,92.62,56.48,30.0
60,160,160,92.62,61.65,20.0
60,160,170,92.62,66.33,10.0
60,160,180,92.62,70.34,0.0
60,170,0,92.62,10.0,0.0
60,170,10,92.62,10.0,10.0
60,170,20,92.62,10.0,20.0
60,170,30,92.62,10.0,30.0
60,170,40,92.62,10.0,40.0
60,170,50,92.62,10.0,50.0
60,170,60,92.62,10.0,60.0
60,170,70,92.62,10.0,70.0
60,170,80,92.62,10.0,80.0
60,170,90,92.62,10.0,90.0
60,170,100,92.62,16.39,80.0
60,170,110,92.62,22.72,70.0
60,170,120,92.62,28.96,60.0
60,170,130,92.62,35.04,50.0
60,170,140,92.62,40.91,40.0
60,170,150,92.62,46.48,30.0
60,170,160,92.62,51.65,20.0
60,170,170,92.62,56.33,10.0
60,170,180,92.62,60.34,0.0
60,180,0,92.62,0.0,0.0
60,180,10,92.62,0.0,10.0
60,180,20,92.62,0.0,20.0
60,180,30,92.62,0.0,30.0
60,180,40,92.62,0.0,40.0
60,180,50,92.62,0.0,50.0
60,180,60,92.62,-0.0,60.0
60,180,70,92.62,0.0,70.0
60,180,80,92.62,0.0,80.0
60,180,90,92.62,0.0,
60,180,100,92.62,6.39,80.0
60,180,110,92.62,12.72,70.0
60,180,120,92.62,18.96,60.0
60,180,130,92.62,25.04,50.0
60,180,140,92.62,30.91,40.0
60,180,150,92.62,36.48,30.0
60,180,160,92.62,41.65,20.0
